0.0171859,1.39928,0.0707256,0.535478,1.70323,1.46944,0.00529793,0.942803,0,2.33903,1.50491,0.112099,0.491522,0,0,0.837547,0,0.520073,0.211451,1.82995,0,0,0,0,0.0567218,0.487089,0,0.720394,0.18946,3.11127,0.058605,0.0750124,1.98574,0,1.78547,0,0,0,0.565781,0.207042,0.167329,0.816652,1.99427,1.35662,1.44915,0.0094366,0,0,0.0180777,2.24328,0.100042,0,0.0273162,0.144378,0.0325063,0.396091,1.00146,0.213247,0,0.215728,0,0,0.0816299,0.176491,0,0,0.0145128,0.0478126,0,0.853279,0,0,0,0.011081,0.266364,0.0115051,0.0819382,0.107524,2.1605,0.235039,0.019525,0.191717,0,3.29316,0.10907,0,0,1.06664,0,4.20407,0.0498437,0.0279753,0,0.140351,0.121489,0.22
0,0,0,0.0105947,1.17405,1.38878,0,1.52416,0,0.132837,1.23616,0.289271,1.05053,0,0.623618,0.83861,0,0.012828,0.0758463,1.70202,0,1.30749,0,0,0.13194,0.0179245,0.728592,0.316562,0.902465,1.97816,0,0.322502,0,1.27648,1.41127,0,0,0,0,0.32214,1.56471,0,0.688647,0,0.341521,1.74584,0.717826,0,0.030237,2.01796,1.32701,0.0411506,0.168056,1.20598,0.0611615,0.284216,0,0.789176,0,0.110541,0,0,0.584652,0.147423,0,0,0,0.0636809,0,0,0,0,0,0,0.187123,0,0,0.20792,2.71894,2.05893,0.334433,0,0,0.118311,1.42496,0.0597387,0.756133,0.88396,0,0.618452,1.39976,0.136328,0,0.307736,0,0.233624
0.100089,1.51962,0.0848805,0,3.08072,2.36962,0,2.1963,0.53512,3.5751,3.31147,0,0.66435,0.089367,1.34639,4.99996,0,0.0194078,0,2.09353,1.58597,0.0340337,0.00830525,0.364718,0.409322,0.34006,2.95851,0,1.66006,0.677172,0,0.294477,2.27958,1.51714,2.70154,0,0,0.391902,0.365396,0.36629,0.314642,0,2.93118,1.4025,1.2693,3.44124,0.33559,0,0.677156,1.61584,1.56708,0.0402488,0,3.1409,0.153945,0.479785,0,0.240978,0,0.164859,0,0.738292,0.203165,0.0247516,0.223224,0,0,0.143991,0.0582208,1.2257,0,0,0.165044,0.0748441,0.282927,0.000253318,0.0302043,0.133773,3.15249,3.50987,0.47418,1.11863,0,0.659423,0.89479,0,1.63446,1.45576,0.173204,2.33346,2.81026,0.3202,0.0519213,1.14499,0.0113476,0.290822
1.21093,0.698903,0.00810684,1.9188,3.7967,1.25103,0.0390424,0.102298,0,0.494336,2.07535,0,0.118737,0.0221703,1.7379,2.51304,2.09862,1.34419,0.926389,0.875002,0.566902,0,0,0.141775,0.142642,0.0910509,1.07959,0.305216,1.04924,2.45582,0,0.292667,0.0912134,0.038154,2.25071,0,0,0.391642,0.939225,0.301934,0.502053,0,1.17952,0.843197,1.37286,1.31828,0.73787,0,0.0640719,0.81923,0.0390046,0.138813,0.0018344,1.5937,0.0990418,0.410978,0,0.164668,0.0289023,0,0,0,0.298946,0.612602,0.443633,0,0.0110417,0.619981,2.1832,0.5305,0.0461097,0,0,0,0.0702525,0.375111,0.544353,0.260987,1.71099,1.11882,0.667108,0.112165,0,0.543383,0.293364,0,0.711817,2.61217,0,1.69078,3.79283,0.360117,0,1.30216,0,0.0498211
0,2.77071,0.175949,0.0422371,3.44772,1.93075,0.106995,0,0.0430451,0.144728,2.05087,0,1.14518,1.62011,0.988575,3.52419,0.0484179,0.0453209,0,0,0.572765,0.241137,0.0653899,0.169981,0.121168,0.984572,0.239666,0.028686,1.27432,1.83905,1.48151,0.0207845,2.89036,0.0708902,0.186502,0,0,1.0117,0.334113,0.305487,1.40756,0.0418642,1.21188,0.900062,2.89663,1.85052,1.0787,0,0,1.65021,0.790537,0,0.156602,0.94717,0.0661188,0.770157,0,0,0.923173,0,0.028314,1.83593,0.294582,0.0264435,0.403103,0.13472,0.0460735,0.129581,0.0094426,0,0.16341,0,0.0530047,0.274052,0,1.89302,0.0416702,0.381728,4.91908,0.263399,0.130853,0.00478177,0,0.279517,1.18277,0,3.01792,2.19452,0,0.652857,1.86202,0.145427,0.0151615,1.35153,0,0.721399
1.15624,0.428028,0.234357,2.25821,2.35932,0.254568,0,0.144293,0,0.826947,0.997935,0.720363,0.189986,0.170431,1.00726,2.01144,1.122,1.64806,0,0.0408877,0,0,0.113539,0,0,0.361352,0.231833,0,0.200571,2.25649,0.448893,0.0272478,0.617936,0,1.59728,0,0,0.226479,0.232995,0.254643,2.06743,0.067795,1.38367,0.877639,1.66221,3.07131,0,1.39034,0,0.136186,2.19536,0,0.158644,0.937099,0,0.0620328,0,0,0,0.400006,0,0.0400774,0.560819,0.00475005,0,0,0,0,0,0,0,0,0,0.176678,1.66022,1.22207,0.270653,0,3.51772,0,0.0628334,1.29034,0.641256,0,2.36969,0.125947,0.956318,1.43849,0.809876,1.2219,0.244003,0.0609251,0,2.88947,0.156983,0.235794
0,3.7667,0.311307,1.38903,2.11409,1.11295,0.435341,0.493787,0.0080856,2.01992,1.90995,0,3.91916,0.571488,0.489908,4.46169,0,1.03413,1.30717,3.36794,0,0.176074,0.829108,0,0,2.60583,0,0,1.00938,1.99432,0.202522,1.19927,1.12229,0.020095,1.70339,0,0,0,0.0218165,0.336309,1.62639,0,0,1.94172,0.31951,1.93062,1.92744,0.547996,0,2.66041,2.11428,0.038967,0.174607,2.3015,0,0.0690468,0,0,1.24023,0.0967083,0,0.173176,0.198124,0.136561,0.206337,0,0,0.15651,0,0.757789,0,0,0.006474,0.140425,0.0455163,0,0.148287,0.0858822,4.24628,1.97387,0.31892,1.286,0,0.0977058,1.9458,0.216178,1.50511,3.58915,0,0,1.59275,0.0829899,0.0946716,0.900138,0,0.224324
0,2.03758,0.364485,0.265023,4.5362,3.23811,0.20956,1.18555,0,2.2794,0.328049,0,1.07753,0.591718,2.12845,3.18686,0,0.116045,0,0,0,0,0.299596,0.268746,0.200867,1.01888,1.61467,1.54652,1.00114,0.270115,0.0579041,0.302791,1.17826,1.30118,0.813409,0,1.34578,0.389406,0.227858,0.507716,3.16017,0.231351,1.34332,3.4409,0.00066932,4.44104,0.448087,0.148055,0.192853,1.59634,2.61693,0.0668732,0.475902,3.82378,0.0652515,0.21154,0,0,0,0.376692,0,2.46845,0.0908567,0.209523,0.619712,0,0,0,0,0,0,0,0.259867,0.358179,0.481163,0.374162,0.762631,0.114374,4.96975,1.12603,0.430512,1.86515,0,0,3.63949,0.196704,0,2.05328,0.629348,1.44249,1.59353,0.264453,0,2.94149,0,0.642296
1.16457,1.45197,0.329689,0.427855,2.28514,3.33966,2.05802,0.231676,0.144457,3.23363,2.72507,0,1.17924,2.20932,1.82932,2.3732,0,0,0,0.0646406,0,0,0,0.244084,0,0.234257,0,0,0.385171,0.450978,0.164688,2.78316,2.92509,0,2.07333,0,0,0.317289,0.159505,0.369539,3.06402,0.36828,2.14789,3.66843,1.22119,3.54161,0,0,0,3.04948,0.0624685,0.322829,0,0.216597,0.177941,1.03476,0.0657211,0,0.058745,2.15651,0,0,0.828905,0.0799229,0.346535,0,0,0,0.564557,0.210496,2.4278,0,0,2.18561,0.259455,1.77455,0.0329423,0.281754,4.69672,0.0447665,0.298323,0,0,2.94421,3.32607,0.234397,1.89602,2.94188,0,2.03286,0.594298,0.428287,0.016842,0,0.0944034,0
0,0.812959,0.396155,1.0821,1.59655,0.302892,0.422206,0,0.495526,1.6376,2.00544,0,1.07533,0.764272,0,2.29722,0.194936,0.236501,2.64699,0.335759,0.0862072,0.470072,0.310394,0.452516,0.942565,3.73985,0,0.617022,0.266785,0.910076,0,0.143308,0,1.36117,1.23467,0,0.368055,0.0666422,0.32724,0.834507,2.53751,0,0,0.464839,0,2.3419,1.70829,0,0,1.47974,0.252057,0.00179902,0,3.33012,0.680386,0.00160911,0,0.727289,0.171643,0.746411,0,0,0.404956,0.250403,0.525557,0.173728,0.766795,0,0.389785,0.590145,1.28848,0,0.0906347,0.374159,0,0.380833,1.24183,0.182616,4.48841,0,0.657482,0,1.18917,0,3.0717,0.145547,1.92825,3.9648,0,0,0,0,0,1.8774,2.60649,0.0175008
